Age ,Gender,Attribute,Sub_attribute,Budget,Gift_1,Gift_2,Gift_3,Gift_4,Gift_5,Gift 6_(optional),URL_status_1,URL_status_2,URL_status_3,URL_status_4,URL_status_5,URL_status_6
20-30,Neutral ,Creative,DIYer,25-50,https://www.walmart.ca/en/ip/sharper-image-disco-party-light-bulb/6000197327342?cmpid=sem_pla_google_en_none_6000197327342_6000188914393600019717237660001971722706000197307076_None&cmpid=sem_pla_google_en_none_868545256_45415463938_None&gclid=CjwKCAjwwo7cBRBwEiwAMEoXPAjoHMvPPKjuCcEFnFCqSjs1iugTCcbuUldg_V_EENBDJ2RmeZw5YBoC1pMQAvD_BwE,https://www.urbanoutfitters.com/en-ca/shop/fujifilm-fujicolor-quicksnap-flash-400-35mm-disposable-camera?adpos=1o1&cm_mmc=SEM-_-Google-_-PLA-_-177020967658_product_type_a_product_type_media_product_type_camera_brand&color=095&creative=217450512889&device=c&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF1TbJyOlH1ThPZsiP2pKZ_kmXz5A5FZf3y5XSh1lSgmoMnNqHPJcmIaAhTtEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=3084095100&mrkgcl=1033&network=g&product_id=46699708&size=ALL&utm_campaign=PLA ,https://www.urbanoutfitters.com/en-ca/shop/calendar-chalkboard?category=on-campus&color=001,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442498146&R=844702072176&P_name=Merkury+Innovations&N=302024902&bmUID=mlwT4dm,-,-,200,#ERROR!,#ERROR!,200,#ERROR!,#ERROR!
20-30,Neutral ,Creative,Fashion_Enthusiast,25-50,https://www.urbanoutfitters.com/en-ca/shop/fujifilm-fujicolor-quicksnap-flash-400-35mm-disposable-camera?adpos=1o1&cm_mmc=SEM-_-Google-_-PLA-_-177020967658_product_type_a_product_type_media_product_type_camera_brand&color=095&creative=217450512889&device=c&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF1TbJyOlH1ThPZsiP2pKZ_kmXz5A5FZf3y5XSh1lSgmoMnNqHPJcmIaAhTtEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=3084095100&mrkgcl=1033&network=g&product_id=46699708&size=ALL&utm_campaign=PLA,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442497333&R=611959711680&P_name=Graphic+Image&N=302024902&bmUID=mlwT4du,https://fab.com/product/tupac-pillow-531249/?ref=browse&pos=7,-,-,-,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
20-30,Neutral ,Creative,Visual_Artist,50-100,https://www.urbanoutfitters.com/en-ca/shop/fujifilm-instax-mini-9-instant-camera?category=cameras&color=010 ,https://www.urbanoutfitters.com/en-ca/shop/lomography-sprocket-rocket-panoramic-35mm-camera?adpos=1o2&cm_mmc=SEM-_-Google-_-PLA-_-177020967658_product_type_a_product_type_media_product_type_camera_brand&color=001&creative=217450512889&device=c&gclid=CjwKCAjw2MTbBRASEiwAdYIpsW7n2--WZb1OcaywsEbiM2A4-znh5fy12HLGJAYB2eRXfGfUJackuRoCa_kQAvD_BwE&inventoryCountry=CA&matchtype=&mrkgadid=3084095100&mrkgcl=1033&network=g&product_id=47867031&size=ALL&utm_campaign=PLA,http://www.buddhaboard.com/#theoriginalbuddhaboard,https://www.wayfair.ca/baby-kids/pdp/faber-castell-manga-drawing-kit-faca1025.html?source=hotdeals,-,-,#ERROR!,#ERROR!,200,200,#ERROR!,#ERROR!
20-30,Neutral ,Creative,Musician,50-100,https://www.urbanoutfitters.com/en-ca/shop/crosley-dove-grey-cruiser-bluetooth-record-player?category=audio-accessories&color=006 ,https://www.uncommongoods.com/product/recycled-record-bookends-set-of-2,https://www.urbanoutfitters.com/en-ca/shop/crosley-mockingbird-bluetooth-radio-speaker?category=audio-accessories&color=045,https://reverb.com/ca/p/akai-mpk-mini-mkii?gclid=EAIaIQobChMIkcvHufbx3AIVwSSGCh1z9wU3EAYYAiABEgJe4fD_BwE&gclsrc=aw.ds&hfid=14089001,https://www.long-mcquade.com/16563/Guitars/Ukuleles/Kala/Mahogany-Soprano-Ukulele--no-Binding.htm,-,#ERROR!,200,#ERROR!,200,200,#ERROR!
20-30,Neutral ,Creative,DIYer,50-100,http://www.umbra.com/cad/catalog/product/view/id/9594/s/trigg-planter-set-sm-lg-white-brass/ ,https://www.bestbuy.ca/en-ca/product/behringer-behringer-usb-studio-condenser-microphone-c-1u-c-1u/10320372.aspx?&cmp=knc-s-71700000031396660&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF0qFDPqE771xIbonzr4Gh6Hh1bIezRe17LdpTfq2FegocX3gtgqxbAaAnGVEALw_wcB&gclsrc=aw.ds,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
20-30,Neutral ,Creative,Fashion_Enthusiast,50-100,https://www.chapters.indigo.ca/en-ca/electronics/lumee-two-case-for-iphone/814167021958-item.html,https://www.foreo.com/issa-play?id=1447&cselect=cancaden&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYLcotOR8NJlGENuHo5-NfdnBbfH_xyEBsxzJwqEzbENSQAtL3hIx0aAikLEALw_wcB,https://www.spreadshirt.ca/create-your-own?department=1&productTypeCategory=25&productType=111,https://www.jomalone.com/product/3767/52956/bath-body/body-hand-lotions/floral/hand-cream-collection,https://www.fitbit.com/en-ca/shop/flex2,-,200,200,200,#ERROR!,200,200
20-30,Neutral ,Creative,Visual_Artist,100-150,https://www.chapters.indigo.ca/en-ca/electronics/3doodler-create-3d-printing-pen/853653006895-item.html?s_campaign=goo-Shopping_Electronics&ds_rl=1254699&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF3ASO_zJMFJe1gHBbUTBXlniaYJE96R8o1K-OPajWto-Bm4OFm1O5YaAqVREALw_wcB ,https://www.bhphotovideo.com/c/product/1139453-REG/polaroid_polmp01b_zip_mobile_printer_black.html,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
20-30,Neutral ,Creative,Musician,100-150,https://www.chapters.indigo.ca/en-ca/electronics/urbeats3-earphones-with-lightning-connector/190198505682-item.html?ikwsec=Home&ikwidx=20,https://www.urbanoutfitters.com/en-ca/shop/crosley-uo-exclusive-seafoam-velvet-cruiser-bluetooth-record-player?category=audio-accessories&color=044,https://www.uncommongoods.com/product/pocket-dj-mixer,https://www.bestbuy.ca/en-ca/product/electrohome-electrohome-karaoke-machine-portable-speaker-system-cdg-mp3g-player-with-3-5-video-screen-2-microphone-connections-eakar535/10543058.aspx?,https://www.gearcity.ca/product/recording-equipment/recording-controllers/behringer-cmd-touch-tc64-clip-launch-controller-with-64-buttons/?gclid=EAIaIQobChMIkcvHufbx3AIVwSSGCh1z9wU3EAYYBSABEgID9_D_BwE,-,200,#ERROR!,200,200,200,#ERROR!
20-30,Neutral ,Creative,DIYer,100-150,https://www.spreadshirt.ca/create-your-own?department=1&productTypeCategory=25&productType=111,https://www.urbanoutfitters.com/en-ca/shop/click-grow-smart-herb-garden-3-starter-kit?category=gadgets-accessories&color=003,https://www.bhphotovideo.com/c/product/1139453-REG/polaroid_polmp01b_zip_mobile_printer_black.html,https://www.chapters.indigo.ca/en-ca/electronics/3doodler-create-3d-printing-pen/853653006895-item.html?s_campaign=goo-Shopping_Electronics&ds_rl=1254699&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF3ASO_zJMFJe1gHBbUTBXlniaYJE96R8o1K-OPajWto-Bm4OFm1O5YaAqVREALw_wcB,https://www.bestbuy.ca/en-ca/product/noon-vr-pro-headset/10651238.aspx?,-,200,#ERROR!,200,200,200,#ERROR!
20-30,Neutral ,Creative,Fashion_Enthusiast,100-150,https://www.ikea.com/ca/en/catalog/products/50038213/?cid=ps|ca|shopping|201804041739217864_1,https://www.urbanoutfitters.com/shop/lomography-diana-f-instant-camera2?category=cameras-film&color=045,-,-,-,-,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Visual_Artist,25-50,https://www.urbanoutfitters.com/en-ca/shop/dali-melting-clock?category=room-decor-accessories&color=007,http://www.buddhaboard.com/#theoriginalbuddhaboard,-,-,-,-,#ERROR!,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Musician,25-50,https://www.allposters.ca/-sp/The-Beatles-Sgt-Peppers-Album-Inner-Gatefold-posters_i14373680_.htm,https://www.uncommongoods.com/product/mens-guitars-socks,https://fab.com/product/tupac-pillow-531249/?ref=browse&pos=7,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Fashion_Enthusiast,25-50,http://www2.hm.com/en_ca/productpage.0347200001.html,https://www.sportchek.ca/product/332280743.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSOZvGMl9T6E71nZJpMSIEN5GclLujci3P-XRQTEuRdqRdsPskEk4Tn0aAp9TEALw_wcB&gclsrc=aw.ds&dclid=CIuMlp32gN0CFVdFAQodAj0PkQ#332280743=332280744,https://www.gapcanada.ca/browse/product.do?pid=223981003&CAWELAID=120299880000545086&tid=gcpl000002&kwid=1&ap=7&gclid=Cj0KCQjwk_TbBRDsARIsAALJSObeXWZZslspQyPlplgXBPnc90avCVfSgTXi3dZdnph0t6Wgz4AnOXMaAjDqEALw_wcB&gclsrc=aw.ds,https://www.uncommongoods.com/product/mens-guitars-socks,-,-,200,200,200,200,#ERROR!,#ERROR!
30-45,Male,Creative,DIYer,25-50,https://www.chapters.indigo.ca/en-ca/house-and-home/bodum-tea-for-one-12/699965208479-item.html,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442498145&R=844702072183&P_name=Merkury+Innovations&N=302024902&bmUID=mlwT4dl,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Visual_Artist,50-100,https://www.deserres.ca/en/beginner-s-acrylic-painting-kit,http://www.buddhaboard.com/#theoriginalbuddhaboard,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Musician,50-100,https://www.uncommongoods.com/product/peace-love-rock-n-roll-desktop-sculpture,https://reverb.com/ca/p/akai-mpk-mini-mkii?gclid=EAIaIQobChMIkcvHufbx3AIVwSSGCh1z9wU3EAYYAiABEgJe4fD_BwE&gclsrc=aw.ds&hfid=14089001,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Fashion_Enthusiast,50-100,https://shop.nordstrom.com/s/quay-australia-got-it-covered-50mm-polarized-sunglasses/4939237?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FAccessories%2FSunglasses%20%26%20Eyewear&color=black%20%2F%20green%20lens,https://www.jomalone.com/product/3767/52956/bath-body/body-hand-lotions/floral/hand-cream-collection,https://www.foreo.com/issa-play?id=1447&cselect=cancaden&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYLcotOR8NJlGENuHo5-NfdnBbfH_xyEBsxzJwqEzbENSQAtL3hIx0aAikLEALw_wcB,-,-,-,200,#ERROR!,200,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,DIYer,50-100,https://www.uline.ca/Product/Detail/H-706/Tools/121-Piece-Deluxe-Tool-Set?pricode=YE119&gadtype=pla&id=H-706&gclid=Cj0KCQjw5NnbBRDaARIsAJP-YR9raSaoWxc9wxSCncz2BKQgxToUtZP21WoRqc9gYxeuBQcSPR6ThVIaAm9aEALw_wcB&gclsrc=aw.ds,https://www.etsy.com/ca/listing/562390752/memory-keepsake-hands-statue-kit-molding?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy%20kit&ref=sc_gallery-1-3&plkey=9e37ae48916f5849801b1d0f3b086ad73e8eb8b3:562390752,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,DIYer,100-150,https://www.bestbuy.ca/en-ca/product/noon-vr-pro-headset/10651238.aspx?,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Musician,100-150,https://www.bestbuy.ca/en-ca/product/electrohome-electrohome-karaoke-machine-portable-speaker-system-cdg-mp3g-player-with-3-5-video-screen-2-microphone-connections-eakar535/10543058.aspx?,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Visual_Artist,100-150,https://www.staples.ca/en/hp-sprocket-photo-printer-black-x7n08a/product_2502406_1-CA_1_20001?utm_source=pla&utm_medium=cpc&utm_campaign=X7N08A&CID=PS:SBD:EXCLUSIVE:HP:Printer&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOY93e-_cPZcPAOtICAKiAQIxvgY2slKXK7U_9OIn0iXAzjE8QoeNzkaAijOEALw_wcB,https://www.saksoff5th.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524442360498&clickType=PRODUCT_RECOMMENDATIONS,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Male,Creative,Fashion_Enthusiast,100-150,https://shop.nordstrom.com/s/saturdays-nyc-ryan-leather-card-case/4987231?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FAccessories%2FWallets&color=black,https://www.swarovski.com/Web_CA/en/1095441/product/Round_Cuff_Links.html?gclid=Cj0KCQjw5NnbBRDaARIsAJP-YR-Yo582cGj1Ax84eDWWjoOh27fe9TpsbUn4o_vSpaTf40ZbzVR2IzMaAmiUEALw_wcB&gclsrc=aw.ds,https://www.saksoff5th.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524442360498&clickType=PRODUCT_RECOMMENDATIONS,-,-,-,#ERROR!,#ERROR!,200,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,Visual_Artist,25-50,https://www.urbanoutfitters.com/en-ca/shop/dali-melting-clock?category=room-decor-accessories&color=007,https://www.urbanoutfitters.com/en-ca/shop/petal-multi-use-oil?category=perfume-fragrance&color=066,https://www.etsy.com/ca/listing/474412818/bottle-light-kit-diy-lamp-decorate?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ceramic%20painting%20kit&ref=sr_gallery-1-7&more_colors=1,https://www.chapters.indigo.ca/en-ca/house-and-home/umbra-ribbon-wall-clock-copper/028295474672-item.html?ikwsec=HouseAndHome&ikwidx=227,http://www.buddhaboard.com/#theoriginalbuddhaboard,https://fab.com/product/mona-lisa-pillow-531334/?ref=browse&pos=20,#ERROR!,#ERROR!,200,200,200,#ERROR!
30-45,Female,Creative,Musician,25-50,https://www.uncommongoods.com/product/upcycled-record-coasters,https://www.allposters.ca/-sp/The-Beatles-Sgt-Peppers-Album-Inner-Gatefold-posters_i14373680_.htm,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,DIYer,25-50,https://www.chapters.indigo.ca/en-ca/house-and-home/herbs-gardening-kit-pesto/772068103220-item.html,https://www.chapters.indigo.ca/en-ca/house-and-home/bodum-tea-for-one-12/699965208479-item.html,https://www.uncommongoods.com/product/macaron-kit,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442498145&R=844702072183&P_name=Merkury+Innovations&N=302024902&bmUID=mlwT4dl,https://www.etsy.com/ca/listing/174413084/personalized-business-card-case-business?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=business%20card%20holder&ref=sr_gallery-1-11&organic_search_click=1&more_colors=1,https://www.walmart.ca/en/ip/stmt-custom-candles/6000196723512?cmpid=sem_pla_google_en_none_6000196723512_100202108432745_None&cmpid=sem_pla_google_en_none_868545292_40527268781_None&gclid=Cj0KCQjw5NnbBRDaARIsAJP-YR9OYpeHQc9x_EFZVDaq5OEZnQuI1WfQl5srt-dcqb_lCxJ2o8YrgLIaAikOEALw_wcB,#ERROR!,200,200,200,200,200
30-45,Female,Creative,Fashion_Enthusiast,25-50,https://www.iheartscout.com/collections/coasters/products/xeniacoasters-jan,https://www.allposters.ca/-sp/Ten-Marilyns-c-1967-posters_i6948813_.htm,https://www.urbanoutfitters.com/en-ca/shop/petal-multi-use-oil?category=perfume-fragrance&color=066,https://www.chapters.indigo.ca/en-ca/fashion/phoenix-facial-oil-roller/882709205104-item.html?ikwsec=Fashion&ikwidx=29,https://deciem.com/product/subq-eyes-15ml,https://www.lisewatier.com/ca_en/sun-smart-universal-uv-shield-spf-30,200,200,#ERROR!,200,200,200
30-45,Female,Creative,Visual_Artist,50-100,https://www.chapters.indigo.ca/en-ca/electronics/mstand-360-swivel-laptop-stand/891607000667-item.html?ikwsec=Electronics&ikwidx=58,http://www.buddhaboard.com/#theoriginalbuddhaboard,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,Musician,50-100,https://www.etsy.com/ca/listing/242497222/nothing-else-matters-metallica-crank?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=sc_gallery-1-4&plkey=3d0274316ab28b0bb96207ecb7d7bda482e82e71:242497222,https://reverb.com/ca/p/akai-mpk-mini-mkii?gclid=EAIaIQobChMIkcvHufbx3AIVwSSGCh1z9wU3EAYYAiABEgJe4fD_BwE&gclsrc=aw.ds&hfid=14089001,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,DIYer,50-100,https://www.etsy.com/ca/listing/562390752/memory-keepsake-hands-statue-kit-molding?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy%20kit&ref=sc_gallery-1-3&plkey=9e37ae48916f5849801b1d0f3b086ad73e8eb8b3:562390752,https://www.urbankangaroo.com/products/moisturizing-body-lotion-making-kit-4-bottles,https://www.article.com/product/2305/myria-copper-small-hanging-planter-set?forceCurrencyId=2&gdffi=95849d5466494c5eaa47a1d7fc5c8083&gdfms=D9F2F42D2FFE4512914379003E64CB42?artcl_campignID=857335169&artcl_network=g&artcl_adgroupid=47218916841&artcl_keyword=&artcl_source=google&gclid=Cj0KCQjw5NnbBRDaARIsAJP-YR8rvoGNmbBN7FiOxKR7nXAKOdFKcM4I6ZyZiaAtvjRou_hjoS6VZtsaAgRtEALw_wcB,https://www.candlescience.com/kits/soy-candle-making-kit,-,-,200,200,200,200,#ERROR!,#ERROR!
30-45,Female,Creative,Fashion_Enthusiast,50-100,https://www.chapters.indigo.ca/en-ca/electronics/mstand-360-swivel-laptop-stand/891607000667-item.html?ikwsec=Electronics&ikwidx=58,https://shop.nordstrom.com/s/quay-australia-x-desi-perkins-dont-me-48mm-cat-eye-sunglasses/4957266?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FAccessories%2FSunglasses&color=white%2F%20smoke,https://www.chapters.indigo.ca/en-ca/fashion/hunter-original-bubble-umbrella-yellow/5054916104210-item.html?ref=item_page%3arichrel%3arr-carousel%3ajson1,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442175035&R=9780865651593&P_name=Abrams+Books&N=302024902&bmUID=mlwTtyI,https://www.foreo.com/issa-play?id=1447&cselect=cancaden&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYLcotOR8NJlGENuHo5-NfdnBbfH_xyEBsxzJwqEzbENSQAtL3hIx0aAikLEALw_wcB,-,200,200,#ERROR!,200,200,200
30-45,Female,Creative,DIYer,100-150,https://www.uncommongoods.com/product/ukulele-diy-kit,https://www.bestbuy.ca/en-ca/product/noon-vr-pro-headset/10651238.aspx?,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,Musician,100-150,https://www.bestbuy.ca/en-ca/product/electrohome-electrohome-karaoke-machine-portable-speaker-system-cdg-mp3g-player-with-3-5-video-screen-2-microphone-connections-eakar535/10543058.aspx?,https://www.uncommongoods.com/product/ukulele-diy-kit,-,-,-,-,,,,,,#ERROR!
30-45,Female,Creative,Visual_Artist,100-150,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302023759&PRODUCT%3C%3Eprd_id=845524442360497&R=626404237837&P_name=Torre+And+Tagus+Designs&N=302023759&bmUID=ml3fQY6,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Female,Creative,Fashion_Enthusiast,100-150,https://desenio.com/us/artiklar/kate-moss-life-is-a-joke-print.html,https://www.chapters.indigo.ca/en-ca/electronics/mighty-purse-smartphone-charging-zipper/9342015004330-item.html?ikwsec=Electronics&ikwidx=41,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302023759&PRODUCT%3C%3Eprd_id=845524442360497&R=626404237837&P_name=Torre+And+Tagus+Designs&N=302023759&bmUID=ml3fQY6,-,-,-,200,200,200,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Visual_Artist,25-50,https://www.urbanoutfitters.com/en-ca/shop/dali-melting-clock?category=room-decor-accessories&color=007,http://www.buddhaboard.com/#theoriginalbuddhaboard,-,-,-,-,#ERROR!,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Musician,25-50,https://www.uncommongoods.com/product/upcycled-record-coasters,https://www.uncommongoods.com/product/music-iq-party-game,https://www.allposters.ca/-sp/The-Beatles-Sgt-Peppers-Album-Inner-Gatefold-posters_i14373680_.htm,-,-,-,200,200,200,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,DIYer,25-50,https://www.chapters.indigo.ca/en-ca/house-and-home/bodum-tea-for-one-12/699965208479-item.html,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442498145&R=844702072183&P_name=Merkury+Innovations&N=302024902&bmUID=mlwT4dl,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Fashion Enthusiast,25-50,https://deciem.com/product/subq-eyes-15ml,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Visual Artist,50-100,https://www.chapters.indigo.ca/en-ca/electronics/mstand-360-swivel-laptop-stand/891607000667-item.html?ikwsec=Electronics&ikwidx=58,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Musician,50-100,https://reverb.com/ca/p/akai-mpk-mini-mkii?gclid=EAIaIQobChMIkcvHufbx3AIVwSSGCh1z9wU3EAYYAiABEgJe4fD_BwE&gclsrc=aw.ds&hfid=14089001,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,DIYer,50-100,https://www.etsy.com/ca/listing/562390752/memory-keepsake-hands-statue-kit-molding?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy%20kit&ref=sc_gallery-1-3&plkey=9e37ae48916f5849801b1d0f3b086ad73e8eb8b3:562390752,https://www.candlescience.com/kits/soy-candle-making-kit,https://fab.com/product/knit-your-own-beanie-531453/?ref=browse&pos=2,-,-,-,200,200,200,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Fashion_Enthusiast,50-100,https://www.chapters.indigo.ca/en-ca/electronics/mstand-360-swivel-laptop-stand/891607000667-item.html?ikwsec=Electronics&ikwidx=58,https://www.foreo.com/issa-play?id=1447&cselect=cancaden&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYLcotOR8NJlGENuHo5-NfdnBbfH_xyEBsxzJwqEzbENSQAtL3hIx0aAikLEALw_wcB,-,-,-,-,200,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,DIYer,100-150,https://www.bestbuy.ca/en-ca/product/noon-vr-pro-headset/10651238.aspx?,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Visual_Artist,100-150,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302023759&PRODUCT%3C%3Eprd_id=845524442360497&R=626404237837&P_name=Torre+And+Tagus+Designs&N=302023759&bmUID=ml3fQY6,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
30-45,Neutral ,Creative,Musician,100-150,https://www.bestbuy.ca/en-ca/product/electrohome-electrohome-karaoke-machine-portable-speaker-system-cdg-mp3g-player-with-3-5-video-screen-2-microphone-connections-eakar535/10543058.aspx?,-,-,-,-,-,,,,,,#ERROR!
30-45,Neutral ,Creative,Fashion_Enthusiast,100-150,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302023759&PRODUCT%3C%3Eprd_id=845524442360497&R=626404237837&P_name=Torre+And+Tagus+Designs&N=302023759&bmUID=ml3fQY6,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
45_&_over,Male,Creative,Visual_Artist,25-50,http://www.buddhaboard.com/#theoriginalbuddhaboard,-,-,-,-,-,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
45_&_over,Male,Creative,Musician,25-50,https://www.uncommongoods.com/product/guitar-glasses-set-of-4,https://www.uncommongoods.com/product/mens-guitars-socks,https://www.allposters.ca/-sp/The-Beatles-Sgt-Peppers-Album-Inner-Gatefold-posters_i14373680_.htm,-,-,-,200,200,200,#ERROR!,#ERROR!,#ERROR!
45_&_over,Male,Creative,Fashion_Enthusiast,25-50,https://bluebananamarket.com/collections/gifts-for-him/products/mens-5-pc-argyle-sock-set,https://www.sportchek.ca/product/332280743.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSOZvGMl9T6E71nZJpMSIEN5GclLujci3P-XRQTEuRdqRdsPskEk4Tn0aAp9TEALw_wcB&gclsrc=aw.ds&dclid=CIuMlp32gN0CFVdFAQodAj0PkQ#332280743=332280744,https://www.gapcanada.ca/browse/product.do?pid=223981003&CAWELAID=120299880000545086&tid=gcpl000002&kwid=1&ap=7&gclid=Cj0KCQjwk_TbBRDsARIsAALJSObeXWZZslspQyPlplgXBPnc90avCVfSgTXi3dZdnph0t6Wgz4AnOXMaAjDqEALw_wcB&gclsrc=aw.ds,https://www.urbanoutfitters.com/en-ca/shop/dufmod-essential-oil-island-bamboo-diffuser?adpos=1o7&cm_mmc=SEM-_-Google-_-PLA-_-131236844938product_type_l1b%26product_type_l2wellness&color=000&creative=217450512916&device=c&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYJ7TzMN3L37DXO0DsLbtSPqrnkKjlQLXzO1EU9xPg3l5ZVEtdC8RoaAmNZEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=2988725272&mrkgcl=1033&network=g&product_id=44596930&size=ALL&utm_campaign=PLA,-,-,200,200,200,#ERROR!,#ERROR!,#ERROR!
